Stages,Leader,Year,Yellow Jersey,Green jersey,White jersey,Polka-dot jersey
20.1,,1970,EDDY MERCKX,,,
20.2,,1970,EDDY MERCKX,,,
21.0,,1970,EDDY MERCKX,,,
22.0,,1970,EDDY MERCKX,,,
23.0,,1970,EDDY MERCKX,EDDY MERCKX,,EDDY MERCKX
0.0,,1971,JULIEN STEVENS,,,
1.1,,1971,ERIC LEMAN,,,
1.2,,1971,EDDY MERCKX,,,
1.3,,1971,EDDY MERCKX,,,
2.0,,1971,EDDY MERCKX,,,
3.0,,1971,EDDY MERCKX,,,
4.0,,1971,EDDY MERCKX,,,
5.0,,1971,EDDY MERCKX,,,
6.1,,1971,EDDY MERCKX,,,
6.2,,1971,EDDY MERCKX,,,
7.0,,1971,EDDY MERCKX,,,
8.0,,1971,EDDY MERCKX,,,
9.0,,1971,EDDY MERCKX,,,
10.0,,1971,JOOP ZOETEMELK,,,
11.0,,1971,LUIS OCANA,,,
12.0,,1971,LUIS OCANA,,,
13.0,,1971,LUIS OCANA,,,
14.0,,1971,EDDY MERCKX,,,
15.0,,1971,EDDY MERCKX,,,
16.1,,1971,EDDY MERCKX,,,
16.2,,1971,EDDY MERCKX,,,
17.0,,1971,EDDY MERCKX,,,
18.0,,1971,EDDY MERCKX,,,
19.0,,1971,EDDY MERCKX,,,
20.0,,1971,EDDY MERCKX,EDDY MERCKX,,LUCIEN VAN IMPE
0.0,,1972,EDDY MERCKX,,,
1.0,,1972,CYRILLE GUIMARD,,,
2.0,,1972,CYRILLE GUIMARD,,,
3.1,,1972,CYRILLE GUIMARD,,,
3.2,,1972,EDDY MERCKX,,,
4.0,,1972,CYRILLE GUIMARD,,,
5.1,,1972,CYRILLE GUIMARD,,,
5.2,,1972,CYRILLE GUIMARD,,,
6.0,,1972,CYRILLE GUIMARD,,,
7.0,,1972,CYRILLE GUIMARD,,,
8.0,,1972,EDDY MERCKX,,,
9.0,,1972,EDDY MERCKX,,,
10.0,,1972,EDDY MERCKX,,,
11.0,,1972,EDDY MERCKX,,,
12.0,,1972,EDDY MERCKX,,,
13.0,,1972,EDDY MERCKX,,,
14.1,,1972,EDDY MERCKX,,,
14.2,,1972,EDDY MERCKX,,,
15.0,,1972,EDDY MERCKX,,,
16.0,,1972,EDDY MERCKX,,,
17.0,,1972,EDDY MERCKX,,,
18.0,,1972,EDDY MERCKX,,,
19.0,,1972,EDDY MERCKX,,,
20.1,,1972,EDDY MERCKX,,,
20.2,,1972,EDDY MERCKX,EDDY MERCKX,,LUCIEN VAN IMPE
0.0,,1973,JOOP ZOETEMELK,,,
1.1,,1973,WILLY TEIRLINCK,,,
1.2,,1973,HERMAN VANSPRINGEL,,,
2.1,,1973,HERMAN VANSPRINGEL,,,
2.2,,1973,HERMAN VANSPRINGEL,,,
3.0,,1973,JOSÉ CATIEAU,,,
4.0,,1973,JOSÉ CATIEAU,,,
5.0,,1973,JOSÉ CATIEAU,,,
6.0,,1973,JOSÉ CATIEAU,,,
7.1,,1973,LUIS OCANA,,,
7.2,,1973,LUIS OCANA,,,
8.0,,1973,LUIS OCANA,,,
9.0,,1973,LUIS OCANA,,,
10.0,,1973,LUIS OCANA,,,
11.0,,1973,LUIS OCANA,,,
12.1,,1973,LUIS OCANA,,,
12.2,,1973,LUIS OCANA,,,
13.0,,1973,LUIS OCANA,,,
14.0,,1973,LUIS OCANA,,,
15.0,,1973,LUIS OCANA,,,
16.1,,1973,LUIS OCANA,,,
16.2,,1973,LUIS OCANA,,,
17.0,,1973,LUIS OCANA,,,
18.0,,1973,LUIS OCANA,,,
19.0,,1973,LUIS OCANA,,,
20.1,,1973,LUIS OCANA,,,
20.2,,1973,LUIS OCANA,HERMAN VANSPRINGEL,,PEDRO TORRES
0.0,,1974,EDDY MERCKX,,,
1.0,,1974,JOSEPH BRUYERE,,,
2.0,,1974,JOSEPH BRUYERE,,,
3.0,,1974,JOSEPH BRUYERE,,,
4.0,,1974,EDDY MERCKX,,,
5.0,,1974,GERBEN KARSTENS,,,
6.1,,1974,GERBEN KARSTENS,,,
6.2,,1974,GERBEN KARSTENS,,,
7.0,,1974,EDDY MERCKX,,,
8.1,,1974,EDDY MERCKX,,,
8.2,,1974,EDDY MERCKX,,,
9.0,,1974,EDDY MERCKX,,,
10.0,,1974,EDDY MERCKX,,,
11.0,,1974,EDDY MERCKX,,,
12.0,,1974,EDDY MERCKX,,,
13.0,,1974,EDDY MERCKX,,,
14.0,,1974,EDDY MERCKX,,,
15.0,,1974,EDDY MERCKX,,,
16.0,,1974,EDDY MERCKX,,,
17.0,,1974,EDDY MERCKX,,,
18.0,,1974,EDDY MERCKX,,,
19.1,,1974,EDDY MERCKX,,,
19.2,,1974,EDDY MERCKX,,,
20.0,,1974,EDDY MERCKX,,,
21.1,,1974,EDDY MERCKX,,,
21.2,,1974,EDDY MERCKX,,,
22.0,,1974,EDDY MERCKX,PATRICK SERCU,,
0.0,,1975,FRANCESCO MOSER,,,
1.1,,1975,FRANCESCO MOSER,,,
1.2,,1975,FRANCESCO MOSER,,,
2.0,,1975,FRANCESCO MOSER,,,
3.0,,1975,FRANCESCO MOSER,,,
4.0,,1975,FRANCESCO MOSER,,,
5.0,,1975,FRANCESCO MOSER,,,
6.0,,1975,EDDY MERCKX,,,
7.0,,1975,EDDY MERCKX,,,
8.0,,1975,EDDY MERCKX,,,
9.1,,1975,EDDY MERCKX,,,
9.2,,1975,EDDY MERCKX,,,
10.0,,1975,EDDY MERCKX,,,
11.0,,1975,EDDY MERCKX,,,
12.0,,1975,EDDY MERCKX,,,
13.0,,1975,EDDY MERCKX,,,
14.0,,1975,EDDY MERCKX,,,
15.0,,1975,BERNARD THEVENET,,,
16.0,,1975,BERNARD THEVENET,,,
17.0,,1975,BERNARD THEVENET,,,
18.0,,1975,BERNARD THEVENET,,,
19.0,,1975,BERNARD THEVENET,,,
20.0,,1975,BERNARD THEVENET,,,
21.0,,1975,BERNARD THEVENET,,,
22.0,,1975,BERNARD THEVENET,LUCIEN VAN IMPE,,RIK VAN LINDEN
0.0,,1976,FREDDY MAERTENS,,,
1.0,,1976,FREDDY MAERTENS,,,
2.0,,1976,FREDDY MAERTENS,,,
3.0,,1976,FREDDY MAERTENS,,,
4.0,,1976,FREDDY MAERTENS,,,
5.1,,1976,FREDDY MAERTENS,,,
5.2,,1976,FREDDY MAERTENS,,,
6.0,,1976,FREDDY MAERTENS,,,
7.0,,1976,FREDDY MAERTENS,,,
8.0,,1976,FREDDY MAERTENS,,,
9.0,,1976,LUCIEN VAN IMPE,,,
10.0,,1976,LUCIEN VAN IMPE,,,
11.0,,1976,LUCIEN VAN IMPE,,,
12.0,,1976,RAYMOND DELISLE,,,
13.0,,1976,RAYMOND DELISLE,,,
14.0,,1976,LUCIEN VAN IMPE,,,
15.0,,1976,LUCIEN VAN IMPE,,,
16.0,,1976,LUCIEN VAN IMPE,,,
17.0,,1976,LUCIEN VAN IMPE,,,
18.1,,1976,LUCIEN VAN IMPE,,,
18.2,,1976,LUCIEN VAN IMPE,,,
18.3,,1976,LUCIEN VAN IMPE,,,
19.0,,1976,LUCIEN VAN IMPE,,,
20.0,,1976,LUCIEN VAN IMPE,,,
21.0,,1976,LUCIEN VAN IMPE,,,
22.1,,1976,LUCIEN VAN IMPE,,,
22.2,,1976,LUCIEN VAN IMPE,FREDDY MAERTENS,,GIANCARLO BELLINI
0.0,,1977,DIETRICH THURAU,,,
1.0,,1977,DIETRICH THURAU,,,
2.0,,1977,DIETRICH THURAU,,,
3.0,,1977,DIETRICH THURAU,,,
4.0,,1977,DIETRICH THURAU,,,
5.1,,1977,DIETRICH THURAU,,,
5.2,,1977,DIETRICH THURAU,,,
6.0,,1977,DIETRICH THURAU,,,
7.1,,1977,DIETRICH THURAU,,,
7.2,,1977,DIETRICH THURAU,,,
8.0,,1977,DIETRICH THURAU,,,
9.0,,1977,DIETRICH THURAU,,,
10.0,,1977,DIETRICH THURAU,,,
11.0,,1977,DIETRICH THURAU,,,
12.0,,1977,DIETRICH THURAU,,,
13.1,,1977,DIETRICH THURAU,,,
13.2,,1977,DIETRICH THURAU,,,
14.0,,1977,DIETRICH THURAU,,,
15.1,,1977,DIETRICH THURAU,,,
15.2,,1977,BERNARD THEVENET,,,
16.0,,1977,BERNARD THEVENET,,,
17.0,,1977,BERNARD THEVENET,,,
18.0,,1977,BERNARD THEVENET,,,
19.0,,1977,BERNARD THEVENET,,,
20.0,,1977,BERNARD THEVENET,,,
21.0,,1977,BERNARD THEVENET,,,
22.1,,1977,BERNARD THEVENET,,,
22.2,,1977,BERNARD THEVENET,JACQUES ESCLASSAN,DIETRICH THURAU,LUCIEN VAN IMPE
0.0,,1978,JAN RAAS,,,
1.1,,1978,JAN RAAS,,,
1.2,,1978,JAN RAAS,,,
2.0,,1978,JAN RAAS,,,
3.0,,1978,JACQUES BOSSIS,,,
4.0,,1978,KLAUS-PETER THALER,,,
5.0,,1978,KLAUS-PETER THALER,,,
6.0,,1978,GERRIE KNETEMANN,,,
7.0,,1978,GERRIE KNETEMANN,,,
8.0,,1978,JOSEPH BRUYERE,,,
9.0,,1978,JOSEPH BRUYERE,,,
10.0,,1978,JOSEPH BRUYERE,,,
11.0,,1978,JOSEPH BRUYERE,,,
12.1,,1978,JOSEPH BRUYERE,,,
12.2,,1978,JOSEPH BRUYERE,,,
13.0,,1978,JOSEPH BRUYERE,,,
14.0,,1978,JOSEPH BRUYERE,,,
15.0,,1978,JOSEPH BRUYERE,,,
16.0,,1978,JOOP ZOETEMELK,,,
17.0,,1978,JOOP ZOETEMELK,,,
18.0,,1978,JOOP ZOETEMELK,,,
19.0,,1978,JOOP ZOETEMELK,,,
20.0,,1978,BERNARD HINAULT,,,
21.0,,1978,BERNARD HINAULT,,,
22.0,,1978,BERNARD HINAULT,FREDDY MAERTENS,HENK LUBBERDING,MARIANO MARTINEZ
0.0,,1979,GERRIE KNETEMANN,,,
1.0,,1979,JEAN-RENÉ BERNAUDEAU,,,
2.0,,1979,BERNARD HINAULT,,,
3.0,,1979,BERNARD HINAULT,,,
4.0,,1979,BERNARD HINAULT,,,
5.0,,1979,BERNARD HINAULT,,,
6.0,,1979,BERNARD HINAULT,,,
7.0,,1979,BERNARD HINAULT,,,
8.0,,1979,BERNARD HINAULT,,,
9.0,,1979,JOOP ZOETEMELK,,,
10.0,,1979,JOOP ZOETEMELK,,,
11.0,,1979,JOOP ZOETEMELK,,,
12.0,,1979,JOOP ZOETEMELK,,,
13.0,,1979,JOOP ZOETEMELK,,,
14.0,,1979,JOOP ZOETEMELK,,,
15.0,,1979,BERNARD HINAULT,,,
16.0,,1979,BERNARD HINAULT,,,
17.0,,1979,BERNARD HINAULT,,,
18.0,,1979,BERNARD HINAULT,,,
19.0,,1979,BERNARD HINAULT,,,
20.0,,1979,BERNARD HINAULT,,,
21.0,,1979,BERNARD HINAULT,,,
22.0,,1979,BERNARD HINAULT,,,
23.0,,1979,BERNARD HINAULT,,,
24.0,,1979,BERNARD HINAULT,BERNARD HINAULT,JEAN-RENÉ BERNAUDEAU,GIOVANNI BATTAGLIN
0.0,,1980,BERNARD HINAULT,,,
1.1,,1980,BERNARD HINAULT,,,
1.2,,1980,GERRIE KNETEMANN,,,
2.0,,1980,YVON BERTIN,,,
3.0,,1980,RUDY PEVENAGE,,,
4.0,,1980,RUDY PEVENAGE,,,
5.0,,1980,RUDY PEVENAGE,,,
6.0,,1980,RUDY PEVENAGE,,,
7.1,,1980,RUDY PEVENAGE,,,
7.2,,1980,RUDY PEVENAGE,,,
8.0,,1980,RUDY PEVENAGE,,,
9.0,,1980,RUDY PEVENAGE,,,
10.0,,1980,RUDY PEVENAGE,,,
11.0,,1980,BERNARD HINAULT,,,
12.0,,1980,BERNARD HINAULT,,,
13.0,,1980,JOOP ZOETEMELK,,,
14.0,,1980,JOOP ZOETEMELK,,,
15.0,,1980,JOOP ZOETEMELK,,,
16.0,,1980,JOOP ZOETEMELK,,,
17.0,,1980,JOOP ZOETEMELK,,,
18.0,,1980,JOOP ZOETEMELK,,,
19.0,,1980,JOOP ZOETEMELK,,,
20.0,,1980,JOOP ZOETEMELK,,,
21.0,,1980,JOOP ZOETEMELK,,,
22.0,,1980,JOOP ZOETEMELK,RUDY PEVENAGE,JOHAN VAN DER VELDE,RAYMOND MARTIN
0.0,,1981,BERNARD HINAULT,,,
1.1,,1981,BERNARD HINAULT,,,
1.2,,1981,GERRIE KNETEMANN,,,
2.0,,1981,GERRIE KNETEMANN,,,
3.0,,1981,GERRIE KNETEMANN,,,
4.0,,1981,GERRIE KNETEMANN,,,
5.0,,1981,PHIL ANDERSON,,,
6.0,,1981,BERNARD HINAULT,,,
7.0,,1981,BERNARD HINAULT,,,
8.0,,1981,BERNARD HINAULT,,,
9.0,,1981,BERNARD HINAULT,,,
10.0,,1981,BERNARD HINAULT,,,
11.0,,1981,BERNARD HINAULT,,,
12.1,,1981,BERNARD HINAULT,,,
12.2,,1981,BERNARD HINAULT,,,
13.0,,1981,BERNARD HINAULT,,,
14.0,,1981,BERNARD HINAULT,,,
15.0,,1981,BERNARD HINAULT,,,
16.0,,1981,BERNARD HINAULT,,,
17.0,,1981,BERNARD HINAULT,,,
18.0,,1981,BERNARD HINAULT,,,
19.0,,1981,BERNARD HINAULT,,,
20.0,,1981,BERNARD HINAULT,,,
21.0,,1981,BERNARD HINAULT,,,
22.0,,1981,BERNARD HINAULT,FREDDY MAERTENS,PETER WINNEN,LUCIEN VAN IMPE
0.0,,1982,BERNARD HINAULT,,,
1.0,,1982,LUDO PEETERS,,,
2.0,,1982,PHIL ANDERSON,,,
3.0,,1982,PHIL ANDERSON,,,
4.0,,1982,PHIL ANDERSON,,,
5.0,,1982,PHIL ANDERSON,,,
6.0,,1982,PHIL ANDERSON,,,
7.0,,1982,PHIL ANDERSON,,,
8.0,,1982,PHIL ANDERSON,,,
9.1,,1982,PHIL ANDERSON,,,
9.2,,1982,PHIL ANDERSON,,,
10.0,,1982,PHIL ANDERSON,,,
11.0,,1982,BERNARD HINAULT,,,
12.0,,1982,BERNARD HINAULT,,,
13.0,,1982,BERNARD HINAULT,,,
14.0,,1982,BERNARD HINAULT,,,
15.0,,1982,BERNARD HINAULT,,,
16.0,,1982,BERNARD HINAULT,,,
17.0,,1982,BERNARD HINAULT,,,
18.0,,1982,BERNARD HINAULT,,,
19.0,,1982,BERNARD HINAULT,,,
20.0,,1982,BERNARD HINAULT,,,
21.0,,1982,BERNARD HINAULT,SEAN KELLY,PHIL ANDERSON,BERNARD VALLET
0.0,,1983,ERIC VANDERAERDEN,,,
1.0,,1983,ERIC VANDERAERDEN,,,
2.0,,1983,JEAN-LOUIS GAUTHIER,,,
3.0,,1983,KIM ANDERSEN,,,
4.0,,1983,KIM ANDERSEN,,,
5.0,,1983,KIM ANDERSEN,,,
6.0,,1983,KIM ANDERSEN,,,
7.0,,1983,KIM ANDERSEN,,,
8.0,,1983,KIM ANDERSEN,,,
9.0,,1983,SEAN KELLY,,,
10.0,,1983,PASCAL SIMON,,,
11.0,,1983,PASCAL SIMON,,,
12.0,,1983,PASCAL SIMON,,,
13.0,,1983,PASCAL SIMON,,,
14.0,,1983,PASCAL SIMON,,,
15.0,,1983,PASCAL SIMON,,,
16.0,,1983,PASCAL SIMON,,,
17.0,,1983,LAURENT FIGNON,,,
18.0,,1983,LAURENT FIGNON,,,
19.0,,1983,LAURENT FIGNON,,,
20.0,,1983,LAURENT FIGNON,,,
21.0,,1983,LAURENT FIGNON,,,
22.0,,1983,LAURENT FIGNON,SEAN KELLY,,LUCIEN VAN IMPE
0.0,,1984,BERNARD HINAULT,,,
1.0,,1984,HENNIE KUIPER,,,
2.0,,1984,JACQUES HANEGRAAF,,,
3.0,,1984,JACQUES HANEGRAAF,,,
4.0,,1984,ADRI VAN DER POEL,,,
5.0,,1984,VINCENT BARTEAU,,,
6.0,,1984,VINCENT BARTEAU,,,
7.0,,1984,VINCENT BARTEAU,,,
8.0,,1984,VINCENT BARTEAU,,,
9.0,,1984,VINCENT BARTEAU,,,
10.0,,1984,VINCENT BARTEAU,,,
11.0,,1984,VINCENT BARTEAU,,,
12.0,,1984,VINCENT BARTEAU,,,
13.0,,1984,VINCENT BARTEAU,,,
14.0,,1984,VINCENT BARTEAU,,,
15.0,,1984,VINCENT BARTEAU,,,
16.0,,1984,VINCENT BARTEAU,,,
17.0,,1984,LAURENT FIGNON,,,
18.0,,1984,LAURENT FIGNON,,,
19.0,,1984,LAURENT FIGNON,,,
20.0,,1984,LAURENT FIGNON,,,
21.0,,1984,LAURENT FIGNON,,,
22.0,,1984,LAURENT FIGNON,,,
23.0,,1984,LAURENT FIGNON,FRANK HOSTE,GREG LEMOND,ROBERT MILLAR
0.0,,1985,BERNARD HINAULT,,,
1.0,,1985,ERIC VANDERAERDEN,,,
2.0,,1985,ERIC VANDERAERDEN,,,
3.0,,1985,ERIC VANDERAERDEN,,,
4.0,,1985,KIM ANDERSEN,,,
5.0,,1985,KIM ANDERSEN,,,
6.0,,1985,KIM ANDERSEN,,,
7.0,,1985,KIM ANDERSEN,,,
8.0,,1985,BERNARD HINAULT,,,
9.0,,1985,BERNARD HINAULT,,,
10.0,,1985,BERNARD HINAULT,,,
11.0,,1985,BERNARD HINAULT,,,
12.0,,1985,BERNARD HINAULT,,,
13.0,,1985,BERNARD HINAULT,,,
14.0,,1985,BERNARD HINAULT,,,
15.0,,1985,BERNARD HINAULT,,,
16.0,,1985,BERNARD HINAULT,,,
17.0,,1985,BERNARD HINAULT,,,
18.1,,1985,BERNARD HINAULT,,,
18.2,,1985,BERNARD HINAULT,,,
19.0,,1985,BERNARD HINAULT,,,
20.0,,1985,BERNARD HINAULT,,,
21.0,,1985,BERNARD HINAULT,,,
22.0,,1985,BERNARD HINAULT,SEAN KELLY,,LUIS ''LUCHO'' HERRERA
0.0,,1986,THIERRY MARIE,,,
1.0,,1986,ALEX STIEDA,,,
2.0,,1986,THIERRY MARIE,,,
3.0,,1986,THIERRY MARIE,,,
4.0,,1986,DOMINIQUE GAIGNE,,,
5.0,,1986,JOHAN VAN DER VELDE,,,
6.0,,1986,JOHAN VAN DER VELDE,,,
7.0,,1986,JORGEN PEDERSEN,,,
8.0,,1986,JORGEN PEDERSEN,,,
9.0,,1986,JORGEN PEDERSEN,,,
10.0,,1986,JORGEN PEDERSEN,,,
11.0,,1986,JORGEN PEDERSEN,,,
12.0,,1986,BERNARD HINAULT,,,
13.0,,1986,BERNARD HINAULT,,,
14.0,,1986,BERNARD HINAULT,,,
15.0,,1986,BERNARD HINAULT,,,
16.0,,1986,BERNARD HINAULT,,,
17.0,,1986,GREG LEMOND,,,
18.0,,1986,GREG LEMOND,,,
19.0,,1986,GREG LEMOND,,,
20.0,,1986,GREG LEMOND,,,
21.0,,1986,GREG LEMOND,,,
22.0,,1986,GREG LEMOND,,,
23.0,,1986,GREG LEMOND,ERIC VANDERAERDEN,ANDREW ''ANDY'' HAMPSTEN,BERNARD HINAULT
16.0,,1987,CHARLY MOTTET,,,
0.0,,1987,JELLE NIJDAM,,,
1.0,,1987,LECH PIASECKI,,,
2.0,,1987,LECH PIASECKI,,,
3.0,,1987,ERICH MAECHLER,,,
4.0,,1987,ERICH MAECHLER,,,
5.0,,1987,ERICH MAECHLER,,,
6.0,,1987,ERICH MAECHLER,,,
7.0,,1987,ERICH MAECHLER,,,
8.0,,1987,ERICH MAECHLER,,,
9.0,,1987,ERICH MAECHLER,,,
10.0,,1987,CHARLY MOTTET,,,
11.0,,1987,MARTIAL GAYANT,,,
12.0,,1987,MARTIAL GAYANT,,,
13.0,,1987,CHARLY MOTTET,,,
14.0,,1987,CHARLY MOTTET,,,
15.0,,1987,CHARLY MOTTET,,,
17.0,,1987,CHARLY MOTTET,,,
18.0,,1987,JEAN-FRANÇOIS BERNARD,,,
19.0,,1987,STEPHEN ROCHE,,,
20.0,,1987,PEDRO DELGADO,,,
21.0,,1987,PEDRO DELGADO,,,
22.0,,1987,PEDRO DELGADO,,,
23.0,,1987,PEDRO DELGADO,,,
24.0,,1987,STEPHEN ROCHE,,,
25.0,,1987,STEPHEN ROCHE,JEAN-PAUL VAN POPPEL,RAÚL ALCALÁ,LUIS ''LUCHO'' HERRERA
0.0,,1988,GUIDO BONTEMPI,,,
1.0,,1988,STEVE BAUER,,,
2.0,,1988,TEUN VAN VLIET,,,
3.0,,1988,TEUN VAN VLIET,,,
4.0,,1988,TEUN VAN VLIET,,,
5.0,,1988,HENK LUBBERDING,,,
6.0,,1988,JELLE NIJDAM,,,
7.0,,1988,JELLE NIJDAM,,,
8.0,,1988,STEVE BAUER,,,
9.0,,1988,STEVE BAUER,,,
10.0,,1988,STEVE BAUER,,,
11.0,,1988,STEVE BAUER,,,
12.0,,1988,PEDRO DELGADO,,,
13.0,,1988,PEDRO DELGADO,,,
14.0,,1988,PEDRO DELGADO,,,
15.0,,1988,PEDRO DELGADO,,,
16.0,,1988,PEDRO DELGADO,,,
17.0,,1988,PEDRO DELGADO,,,
18.0,,1988,PEDRO DELGADO,,,
19.0,,1988,PEDRO DELGADO,,,
20.0,,1988,PEDRO DELGADO,,,
21.0,,1988,PEDRO DELGADO,,,
22.0,,1988,PEDRO DELGADO,STEVEN ROOKS,,STEVEN ROOKS
0.0,,1989,ERIK BREUKINK,,,
1.0,,1989,ACACIO DA SILVA,,,
2.0,,1989,ACACIO DA SILVA,,,
3.0,,1989,ACACIO DA SILVA,,,
4.0,,1989,ACACIO DA SILVA,,,
5.0,,1989,GREG LEMOND,,,
6.0,,1989,GREG LEMOND,,,
7.0,,1989,GREG LEMOND,,,
8.0,,1989,GREG LEMOND,,,
9.0,,1989,GREG LEMOND,,,
10.0,,1989,LAURENT FIGNON,,,
11.0,,1989,LAURENT FIGNON,,,
12.0,,1989,LAURENT FIGNON,,,
13.0,,1989,LAURENT FIGNON,,,
14.0,,1989,LAURENT FIGNON,,,
15.0,,1989,GREG LEMOND,,,
16.0,,1989,GREG LEMOND,,,
17.0,,1989,LAURENT FIGNON,,,
18.0,,1989,LAURENT FIGNON,,,
19.0,,1989,LAURENT FIGNON,,,
20.0,,1989,LAURENT FIGNON,,,
21.0,,1989,GREG LEMOND,SEAN KELLY,FABRICE PHILIPOT,GERT-JAN THEUNISSE
0.0,,1990,THIERRY MARIE,,,
1.0,,1990,STEVE BAUER,,,
2.0,,1990,STEVE BAUER,,,
3.0,,1990,STEVE BAUER,,,
4.0,,1990,STEVE BAUER,,,
5.0,,1990,STEVE BAUER,,,
6.0,,1990,STEVE BAUER,,,
7.0,,1990,STEVE BAUER,,,
8.0,,1990,STEVE BAUER,,,
9.0,,1990,STEVE BAUER,,,
10.0,,1990,RONAN PENSEC,,,
11.0,,1990,RONAN PENSEC,,,
12.0,,1990,CLAUDIO CHIAPPUCCI,,,
13.0,,1990,CLAUDIO CHIAPPUCCI,,,
14.0,,1990,CLAUDIO CHIAPPUCCI,,,
15.0,,1990,CLAUDIO CHIAPPUCCI,,,
16.0,,1990,CLAUDIO CHIAPPUCCI,,,
17.0,,1990,CLAUDIO CHIAPPUCCI,,,
18.0,,1990,CLAUDIO CHIAPPUCCI,,,
19.0,,1990,CLAUDIO CHIAPPUCCI,,,
20.0,,1990,GREG LEMOND,,,
21.0,,1990,GREG LEMOND,OLAF LUDWIG,GILLES DELION,THIERRY CLAVEYROLAT
0.0,,1991,THIERRY MARIE,,,
1.0,,1991,GREG LEMOND,,,
2.0,,1991,ROLF SORENSEN,,,
3.0,,1991,ROLF SORENSEN,,,
4.0,,1991,ROLF SORENSEN,,,
5.0,,1991,ROLF SORENSEN,,,
6.0,,1991,THIERRY MARIE,,,
7.0,,1991,THIERRY MARIE,,,
8.0,,1991,GREG LEMOND,,,
9.0,,1991,GREG LEMOND,,,
10.0,,1991,GREG LEMOND,,,
11.0,,1991,GREG LEMOND,,,
12.0,,1991,LUC LEBLANC,,,
13.0,,1991,MIGUEL INDURAIN,,,
14.0,,1991,MIGUEL INDURAIN,,,
15.0,,1991,MIGUEL INDURAIN,,,
16.0,,1991,MIGUEL INDURAIN,,,
17.0,,1991,MIGUEL INDURAIN,,,
18.0,,1991,MIGUEL INDURAIN,,,
19.0,,1991,MIGUEL INDURAIN,,,
20.0,,1991,MIGUEL INDURAIN,,,
21.0,,1991,MIGUEL INDURAIN,,,
22.0,,1991,MIGUEL INDURAIN,DJAMOLIDINE ABDOUJAPAROV,ALVARO MEJIA,CLAUDIO CHIAPPUCCI
0.0,,1992,MIGUEL INDURAIN,,,
1.0,,1992,ALEX ZULLE,,,
2.0,,1992,RICHARD VIRENQUE,,,
3.0,,1992,PASCAL LINO,,,
4.0,,1992,PASCAL LINO,,,
5.0,,1992,PASCAL LINO,,,
6.0,,1992,PASCAL LINO,,,
7.0,,1992,PASCAL LINO,,,
8.0,,1992,PASCAL LINO,,,
9.0,,1992,PASCAL LINO,,,
10.0,,1992,PASCAL LINO,,,
11.0,,1992,PASCAL LINO,,,
12.0,,1992,PASCAL LINO,,,
13.0,,1992,MIGUEL INDURAIN,,,
14.0,,1992,MIGUEL INDURAIN,,,
15.0,,1992,MIGUEL INDURAIN,,,
16.0,,1992,MIGUEL INDURAIN,,,
17.0,,1992,MIGUEL INDURAIN,,,
18.0,,1992,MIGUEL INDURAIN,,,
19.0,,1992,MIGUEL INDURAIN,,,
20.0,,1992,MIGUEL INDURAIN,,,
21.0,,1992,MIGUEL INDURAIN,LAURENT JALABERT,EDDY BOUWMANS,CLAUDIO CHIAPPUCCI
0.0,,1993,MIGUEL INDURAIN,,,
1.0,,1993,MIGUEL INDURAIN,,,
2.0,,1993,WILFRIED NELISSEN,,,
3.0,,1993,WILFRIED NELISSEN,,,
4.0,,1993,MARIO CIPOLLINI,,,
5.0,,1993,WILFRIED NELISSEN,,,
6.0,,1993,MARIO CIPOLLINI,,,
7.0,,1993,JOHAN MUSEEUW,,,
8.0,,1993,JOHAN MUSEEUW,,,
9.0,,1993,MIGUEL INDURAIN,,,
10.0,,1993,MIGUEL INDURAIN,,,
11.0,,1993,MIGUEL INDURAIN,,,
12.0,,1993,MIGUEL INDURAIN,,,
13.0,,1993,MIGUEL INDURAIN,,,
14.0,,1993,MIGUEL INDURAIN,,,
15.0,,1993,MIGUEL INDURAIN,,,
16.0,,1993,MIGUEL INDURAIN,,,
17.0,,1993,MIGUEL INDURAIN,,,
18.0,,1993,MIGUEL INDURAIN,,,
19.0,,1993,MIGUEL INDURAIN,,,
20.0,,1993,MIGUEL INDURAIN,DJAMOLIDINE ABDOUJAPAROV,ANTONIO MARTIN,TONY ROMINGER
0.0,,1994,CHRIS BOARDMAN,,,
1.0,,1994,CHRIS BOARDMAN,,,
2.0,,1994,CHRIS BOARDMAN,,,
3.0,,1994,JOHAN MUSEEUW,,,
4.0,,1994,FLAVIO VANZELLA,,,
5.0,,1994,FLAVIO VANZELLA,,,
6.0,,1994,SEAN YATES,,,
7.0,,1994,JOHAN MUSEEUW,,,
8.0,,1994,JOHAN MUSEEUW,,,
9.0,,1994,MIGUEL INDURAIN,,,
10.0,,1994,MIGUEL INDURAIN,,,
11.0,,1994,MIGUEL INDURAIN,,,
12.0,,1994,MIGUEL INDURAIN,,,
13.0,,1994,MIGUEL INDURAIN,,,
14.0,,1994,MIGUEL INDURAIN,,,
15.0,,1994,MIGUEL INDURAIN,,,
16.0,,1994,MIGUEL INDURAIN,,,
17.0,,1994,MIGUEL INDURAIN,,,
18.0,,1994,MIGUEL INDURAIN,,,
19.0,,1994,MIGUEL INDURAIN,,,
20.0,,1994,MIGUEL INDURAIN,,,
21.0,,1994,MIGUEL INDURAIN,DJAMOLIDINE ABDOUJAPAROV,,RICHARD VIRENQUE
0.0,,1995,JACKY DURAND,,,
